Street,City,Area_detail,Rooms,Bathrooms,Parking_spaces,Price,Is_mensal,Neighborhood
Rua Guaianaz da Fonseca,São Paulo,140,2,2,1,1280000,False,Vila Madalena
Rua Almirante de Inhaúma,São Paulo,255,3,7,4,1750000,False,Alto da Lapa
Rua Doutor Albino Rodrigues de Alvarenga,São Paulo,180,3,1,2,460000,False,Vila Universitária
,São Paulo,702,3,5,6,5500000,False,Jardim Guedala
Rua Marassa,São Paulo,180,3,4,5,1800000,False,Jardim Campo Grande
,São Paulo,828,5,7,12,6000000,False,Jardim Guedala
Alameda Itu,São Paulo,250,3,3,1,2995000,False,Jardim Paulista
,São Paulo,200,3,2,2,630000,False,Vila Morse
Rua Ministro Sinésio Rocha,São Paulo,150,4,3,2,1300000,False,Jardim Vera Cruz
Rua Mongóis,São Paulo,240,3,4,5,1290000,False,Vila Monumento
,São Paulo,1100,5,3,10,8400000,False,Jardim Everest
Avenida Professor Fonseca Rodrigues,São Paulo,473,4,6,4,7243185,False,Alto de Pinheiros
Avenida Professor Fonseca Rodrigues,São Paulo,560,4,6,4,8129860,False,Alto de Pinheiros
Avenida Professor Fonseca Rodrigues,São Paulo,499,4,5,4,6863720,False,Alto de Pinheiros
Rua Doutor João Neves Neto,São Paulo,750,5,8,8,7500000,False,Jardim Guedala
Rua Gama Lobo,São Paulo,80,2,2,2,950000,False,Vila Dom Pedro I
,São Paulo,230,3,1,2,1690000,False,Vila Anglo Brasileira
Rua Visconde de Aguiar Toledo,São Paulo,295,5,6,5,2500000,False,Vila Congonhas
Rua Silvino de Oliveira Pinto,São Paulo,600,4,6,6,2500000,False,Jardim Santa Helena
,São Paulo,500,4,7,3,4000000,False,Jardim Vitória Régia
Rua Xavier Curado,São Paulo,135,3,3,3,1100000,False,Ipiranga
Rua Maranduba,São Paulo,180,3,2,6,1850000,False,Aclimação
,São Paulo,900,4,8,6,14000000,False,Jardim América
,São Paulo,500,4,5,6,8000000,False,Jardim América
,São Paulo,268,4,4,5,1690000,False,Jardim Leonor
Rua Mesquita,São Paulo,250,3,5,4,1440000,False,Vila Deodoro
Rua Mantiqueira,São Paulo,180,4,3,2,1500000,False,Vila Mariana
,São Paulo,250,3,2,2,6900,True,Pacaembu
,São Paulo,300,3,5,3,2450000,False,Jardim Viana
Rua Caropá,São Paulo,320,3,5,3,1980000,False,Vila Madalena
Rua Maestro Chiaffarelli,São Paulo,347,3,5,5,20000,True,Jardim Paulista
,São Paulo,675,4,6,6,6900000,False,Jardim Guedala
,São Paulo,430,4,3,4,2500000,False,Morumbi
,São Paulo,700,5,8,6,14500000,False,Jardim América
,São Paulo,350,4,4,4,6000000,False,Jardim Luzitânia
Rua Mantiqueira,São Paulo,180,4,3,2,1500000,False,Vila Mariana
,São Paulo,250,3,2,2,6900,True,Pacaembu
,São Paulo,300,3,5,3,2450000,False,Jardim Viana
Rua Caropá,São Paulo,320,3,5,3,1980000,False,Vila Madalena
Rua Maestro Chiaffarelli,São Paulo,347,3,5,5,20000,True,Jardim Paulista
,São Paulo,675,4,6,6,6900000,False,Jardim Guedala
,São Paulo,430,4,3,4,2500000,False,Morumbi
,São Paulo,700,5,8,6,14500000,False,Jardim América
,São Paulo,350,4,4,4,6000000,False,Jardim Luzitânia
,São Paulo,259,3,4,2,1500000,False,Vila Sônia
,São Paulo,567,4,6,6,3300000,False,Cidade Jardim
,São Paulo,80,3,2,2,445200,False,Vila Bertioga
Rua Itápolis,São Paulo,550,4,2,5,2600000,False,Pacaembu
Rua Augusto Perroni,São Paulo,170,2,5,3,750000,False,Conjunto Residencial Butantã
Rua Gama Cerqueira,São Paulo,169,3,3,3,1250000,False,Cambuci
,São Paulo,400,3,3,5,5300000,False,Jardim América
Rua Arnaldo Vallardi Portilho,São Paulo,320,2,2,6,980000,False,Penha de França
Rua Coronel Artur Godoi,São Paulo,240,3,3,3,4500000,False,Vila Mariana
Rua Pio XI,São Paulo,100,3,2,1,1180000,False,Alto de Pinheiros
,São Paulo,330,4,4,4,6500000,False,Jardim Europa
Rua Heitor Peixoto,São Paulo,100,3,4,2,850000,False,Cambuci
,São Paulo,90,2,2,2,460000,False,Vila Antônio
Rua Joaquim Nabuco,São Paulo,520,4,4,3,2800000,False,Brooklin Paulista
,São Paulo,397,4,5,4,3600000,False,Alto de Pinheiros
Rua Tenente Antônio João,São Paulo,250,3,2,3,742000,False,Brás
,São Paulo,250,3,5,3,3200000,False,Consolação
Rua Caritianas,São Paulo,183,3,4,3,1190000,False,Vila Monumento
,São Paulo,280,4,4,2,3200000,False,Sumaré
Rua Honduras,São Paulo,802,5,6,8,12000000,False,Jardim Paulista
Avenida Miruna,São Paulo,96,3,2,2,700000,False,Indianópolis
,São Paulo,612,4,3,3,20640000,False,Jardim Paulista
Rua Michigan,São Paulo,112,3,4,2,1200000,False,Cidade Monções
Rua Safira,São Paulo,220,3,4,2,1600000,False,Aclimação
Rua Descalvado,São Paulo,400,4,1,4,2400000,False,Sumaré
Rua Pianú,São Paulo,527,5,3,8,2970000,False,Vila Ida
Rua Rino Levi,São Paulo,363,4,6,3,12000,True,Jardim da Glória
,São Paulo,240,2,3,3,6000000,False,Jardim Europa
Rua São José,São Paulo,240,2,2,6,2980000,False,Santo Amaro
,São Paulo,470,4,4,4,2500000,False,Jardim Marajoara
,São Paulo,135,3,3,2,1100000,False,Santo Amaro
,São Paulo,263,3,4,6,1500000,False,Chácara Meyer
,São Paulo,219,4,3,2,1350000,False,Vila Paulicéia
Rua Lotário Lutz,São Paulo,412,3,3,8,1990000,False,Chácara Monte Alegre
Rua Morais e Silva,São Paulo,169,3,5,2,1099000,False,Água Branca
,São Paulo,421,3,4,5,4500000,False,Cidade Jardim
Rua Lomas Valentinas,São Paulo,99,2,2,2,800000,False,Alto da Lapa
Rua Antônio de Gouveia Giudice,São Paulo,361,4,4,4,3500000,False,Alto de Pinheiros
Rua Scuvero,São Paulo,100,3,2,3,750000,False,Cambuci
Avenida Antônio Batuira,São Paulo,461,4,5,7,2650000,False,Alto de Pinheiros
Avenida Ireré,São Paulo,360,5,6,6,3000000,False,Planalto Paulista
,São Paulo,200,4,3,4,1200000,False,Lar São Paulo
,São Paulo,450,4,4,4,10000,True,Jardim Leonor
,São Paulo,270,3,4,2,770000,False,Vila Morse
Travessa Fonte Perene,São Paulo,160,3,2,2,600000,False,Vila do Encontro
Rua Padre Marchetti,São Paulo,145,2,3,2,550000,False,Ipiranga
,São Paulo,650,5,6,8,20000000,False,Jardim América
,São Paulo,820,4,6,8,45000,True,Cidade Jardim
Rua Engenheiro Pedro Garcin,São Paulo,160,3,3,3,650000,False,Vila Antônio
Rua Joaquim Cândido de Azevedo Marques,São Paulo,1100,5,7,8,30000000,False,Vila Morumbi
Rua Emboabas,São Paulo,335,4,5,4,2350000,False,Brooklin Paulista
,São Paulo,228,4,4,6,800000,False,Rio Pequeno
Rua Pitinga,São Paulo,330,3,1,5,1810000,False,Vila Lúcia
Rua Professor Gabriel Ortiz,São Paulo,542,4,8,6,2250000,False,Jardim Guedala
,São Paulo,100,3,3,1,1350000,False,Pinheiros
Rua dos Macaxás,São Paulo,137,3,4,6,790000,False,Vila Nair
Rua Cláudio Rossi,São Paulo,490,6,6,7,2800000,False,Jardim da Glória
Rua Dona Inácia Uchôa,São Paulo,154,3,3,2,900000,False,Vila Mariana
,São Paulo,280,3,3,4,4700000,False,Jardim Europa
,São Paulo,817,4,4,7,4900000,False,Jardim Guedala
Rua Aurelia Perez Alvarez,São Paulo,742,5,7,6,25000,True,Jardim dos Estados
,São Paulo,350,3,5,5,5450000,False,Jardim Paulistano
Rua Gama Lobo,São Paulo,198,5,2,1,640000,False,Vila Dom Pedro I
,São Paulo,98,2,1,2,550000,False,Vila São Silvestre
,São Paulo,105,3,2,2,1000000,False,Chácara Santo Antônio
Rua Palestra Itália,São Paulo,200,3,3,1,1000000,False,Perdizes
,São Paulo,550,4,6,3,4800000,False,Jardim Leonor
Rua General Eloy Alfaro,São Paulo,120,2,2,2,850000,False,Vila Mariana
Rua Heitor Peixoto,São Paulo,280,4,4,2,2500000,False,Cambuci
,São Paulo,330,4,4,5,1900000,False,Mirandópolis
Rua Antônio de Macedo Soares,São Paulo,130,3,1,2,5000,True,Campo Belo
Rua Juvenal Galeno,São Paulo,220,3,3,3,1068000,False,Jardim da Saúde
Rua Oliveira Pimentel,São Paulo,372,3,6,4,25000,True,Jardim Paulista
,São Paulo,740,5,8,5,9800000,False,Jardim Paulistano
Rua Heitor Peixoto,São Paulo,200,3,1,2,1200000,False,Cambuci
Rua Juatuba,São Paulo,413,3,5,2,2950000,False,Sumarezinho
,São Paulo,450,4,6,4,10000,True,Cidade Monções
Rua Casa do Ator,São Paulo,210,3,1,2,2500000,False,Vila Olímpia
Rua Alberto Faria,São Paulo,523,5,1,6,6890000,False,Alto de Pinheiros
,São Paulo,296,3,4,5,8000,True,Vila Morumbi
Rua Senador Carlos Teixeira de Carvalho,São Paulo,220,3,3,1,1600000,False,Cambuci
,São Paulo,245,4,4,6,3100000,False,Alto de Pinheiros
Alameda Uapixana,São Paulo,350,4,4,3,2500000,False,Indianópolis
Rua Laerte Assunção,São Paulo,276,3,6,5,25000,True,Jardim Paulistano
Avenida Ireré,São Paulo,356,3,4,4,2200000,False,Planalto Paulista
,São Paulo,350,3,6,4,7000,True,Jardim Santa Helena
,São Paulo,240,2,3,3,6000000,False,Jardim Europa
Rua São José,São Paulo,240,2,2,6,2980000,False,Santo Amaro
,São Paulo,470,4,4,4,2500000,False,Jardim Marajoara
,São Paulo,135,3,3,2,1100000,False,Santo Amaro
,São Paulo,263,3,4,6,1500000,False,Chácara Meyer
,São Paulo,219,4,3,2,1350000,False,Vila Paulicéia
Rua Lotário Lutz,São Paulo,412,3,3,8,1990000,False,Chácara Monte Alegre
Rua Morais e Silva,São Paulo,169,3,5,2,1099000,False,Água Branca
,São Paulo,421,3,4,5,4500000,False,Cidade Jardim
Rua Lomas Valentinas,São Paulo,99,2,2,2,800000,False,Alto da Lapa
Rua Antônio de Gouveia Giudice,São Paulo,361,4,4,4,3500000,False,Alto de Pinheiros
Rua Scuvero,São Paulo,100,3,2,3,750000,False,Cambuci
Avenida Antônio Batuira,São Paulo,461,4,5,7,2650000,False,Alto de Pinheiros
Rua Guihei Vatanabe,São Paulo,70,3,2,2,650000,False,Vila Progredior
Rua Professor Murtinho,São Paulo,225,4,4,2,2450000,False,Vila Mariana
Rua dos Caciques,São Paulo,220,3,5,4,1050000,False,Vila da Saúde
Rua Guajurus,São Paulo,239,3,3,2,1790000,False,Jardim São Paulo
Rua Capote Valente,São Paulo,136,3,3,3,2200000,False,Pinheiros
Rua Carpina,São Paulo,935,6,6,12,2500000,False,Jardim Everest
Rua Groenlândia,São Paulo,500,2,4,16,35000,True,Jardim América
Rua Meruoca,São Paulo,156,3,2,2,800000,False,Jardim da Glória
Rua Coronel Irlandino Sandoval,São Paulo,700,4,3,2,30000,True,Jardim Paulistano
Rua das Zínias,São Paulo,448,4,5,6,26000,True,Cidade Jardim
Rua Comandante Ismael Guilherme,São Paulo,600,3,5,4,12000000,False,Jardim Luzitânia
,São Paulo,155,3,2,4,1200000,False,Santo Amaro
Praça Visconde de Porto Seguro,São Paulo,631,5,8,4,3700000,False,Jardim Leonor
,São Paulo,370,3,5,5,2500000,False,Jardim Leonor
Rua Luiz Menezes,São Paulo,130,3,3,2,410000,False,Parque Ramos Freitas
Rua Panônia,São Paulo,137,3,3,2,750000,False,Jardim Colombo
Rua Guanabara,São Paulo,120,2,1,2,650000,False,Vila Brasílio Machado
Rua Manduri,São Paulo,450,6,4,6,4500000,False,Jardim Paulistano
Rua Colônia da Glória,São Paulo,185,3,3,2,750000,False,Vila Mariana
Rua Brás Lourenço,São Paulo,208,5,1,4,790000,False,Vila Mariana
Rua Javaés,São Paulo,334,3,2,2,1500000,False,Bom Retiro
Rua Giovanni Carnovali,São Paulo,123,4,2,2,500000,False,Vila Caraguatá
Rua Iraúna,São Paulo,270,4,5,2,2900000,False,Indianópolis
,São Paulo,580,4,1,4,3500000,False,Jardim Guedala
,São Paulo,700,3,6,4,12500000,False,Jardim Europa
,São Paulo,373,3,4,4,2350000,False,Jardim Leonor
Rua Coronel Irlandino Sandoval,São Paulo,390,4,5,5,4500000,False,Jardim Paulistano
Rua Armando Pinto,São Paulo,180,3,2,6,1470000,False,Sumarezinho
Avenida Professor Fonseca Rodrigues,São Paulo,593,4,7,4,8067520,False,Alto de Pinheiros
Rua Alto do Bonfim,São Paulo,128,3,3,3,685000,False,Conjunto Residencial Jardim Canaã
,São Paulo,260,3,4,4,650000,False,Jardim Taboão
Rua Albertina de Oliveira Godinho,São Paulo,900,4,7,10,4000000,False,Jardim Guedala
Travessa Roberto Douglas Machado,São Paulo,170,2,2,2,3300000,False,Jardim Paulistano
,São Paulo,240,2,2,2,730000,False,Vila Jacuí
Rua Catipara,São Paulo,250,3,5,4,1390000,False,Brooklin Paulista
Rua Banabuiú,São Paulo,200,3,3,6,950000,False,Vila Comercial
Rua Dom Antônio de Alvarenga,São Paulo,100,2,2,1,750000,False,Vila Gumercindo
Rua Azevedo e Britto,São Paulo,129,2,2,2,750000,False,Vila Formosa
Alameda dos Araés,São Paulo,247,4,6,4,1730000,False,Planalto Paulista
Rua Mongubá,São Paulo,94,3,2,2,466000,False,Vila Carrão
Rua dos Caetés,São Paulo,200,4,3,2,1700000,False,Perdizes
Rua Capitão Macedo,São Paulo,258,4,4,5,2200000,False,Vila Clementino
Avenida Ricardo Medina Filho,São Paulo,352,4,7,7,1595000,False,Vila Ipojuca
Rua Honduras,São Paulo,900,4,5,10,25000,True,Jardim Paulista
Rua Grécia,São Paulo,280,4,6,4,4770000,False,Jardim Europa
Rua Arantes Nogueira,São Paulo,200,2,2,3,741000,False,Jabaquara
Rua Simpatia,São Paulo,350,4,2,3,3149000,False,Jardim das Bandeiras
Rua Henrique Martins,São Paulo,472,3,5,4,16500000,False,Jardim Paulista
Rua João Vidal de Siqueira,São Paulo,140,3,2,2,510000,False,Jardim Teresa
,São Paulo,181,3,3,2,770000,False,Parque Mandaqui
,São Paulo,400,3,3,5,2332000,False,Morumbi
,São Paulo,125,3,2,3,690000,False,Capão Redondo
,São Paulo,111,3,3,2,600000,False,Vila Alexandria
Rua Alice Macuco Alves,São Paulo,300,3,6,15,3500000,False,Alto de Pinheiros
Rua Cristiano Viana,São Paulo,120,3,1,1,1300000,False,Cerqueira César
Rua Ingarana,São Paulo,375,3,2,5,725000,False,Jardim Panorama
,São Paulo,255,4,3,3,989000,False,Super Quadra Morumbi
Avenida Miruna,São Paulo,185,2,4,3,1890000,False,Indianópolis
Rua Gregório Paes de Almeida,São Paulo,292,3,2,2,2500000,False,Vila Madalena
Rua Cristóvão Alves,São Paulo,180,3,2,3,849000,False,Vila Santana
Rua Félix Della Rosa,São Paulo,190,3,2,2,1500000,False,Vila Anglo Brasileira
,São Paulo,750,4,5,4,7300000,False,Santo Amaro
Rua Savigni,São Paulo,106,3,2,2,550000,False,Vila Bela
Rua Alberto Willo,São Paulo,300,4,4,3,2250000,False,Vila da Saúde
,São Paulo,1100,6,7,6,14000000,False,Jardim Paulista
Rua Araporé,São Paulo,398,3,6,4,2950000,False,Jardim Guedala
Rua Professor Rocca Dordal,São Paulo,320,2,1,2,2240000,False,Vila Pompéia
Rua Ribeiro do Vale,São Paulo,220,3,3,3,1800000,False,Brooklin
,São Paulo,550,5,5,4,20000,True,Cidade Jardim
,São Paulo,455,3,3,4,2400000,False,Morumbi
Rua Marquês de Herval,São Paulo,90,2,2,1,530000,False,Vila da Saúde
Rua Conde D'Eu,São Paulo,312,4,3,3,1700000,False,Santo Amaro
,São Paulo,380,3,5,4,4000000,False,Cidade Jardim
,São Paulo,704,4,7,4,6000000,False,Cidade Jardim
,São Paulo,330,4,4,3,3500000,False,Pacaembu
Rua Alexandre Buairide,São Paulo,270,4,5,3,1600000,False,Vila Mariana
Rua Nova Aurora,São Paulo,439,5,7,5,1500000,False,Vila Guilhermina
,São Paulo,340,4,4,6,1395000,False,Lar São Paulo
,São Paulo,659,5,2,6,2800000,False,Jardim Guedala
,São Paulo,490,5,6,10,2970000,False,Vila Ida
,São Paulo,600,3,5,4,2000000,False,Brooklin Paulista
,São Paulo,60,2,3,1,298000,False,Vila Ré
,São Paulo,300,4,6,4,1950000,False,Parque Jabaquara
Rua Dráusio,São Paulo,277,4,5,3,1650000,False,Butantã
Rua Ribeiro Lisboa,São Paulo,404,3,4,6,3800000,False,Fazenda Morumbi
Rua Valença,São Paulo,280,4,7,3,2600000,False,Sumaré
Rua Bamboré,São Paulo,400,3,4,6,7000,True,Ipiranga
Rua João de Laet,São Paulo,1080,5,5,10,2600000,False,Vila Aurora
Rua Cinco de Julho,São Paulo,88,3,3,3,750000,False,Vila Nair
Rua Topázio,São Paulo,160,3,6,6,1550000,False,Vila Mariana
Rua Frei Bonifácio Dux,São Paulo,232,3,3,4,890000,False,Jardim Colombo
Rua Desembargador Joaquim Barbosa de Almeida,São Paulo,391,4,5,5,13000,True,Alto de Pinheiros
Rua Moura Brasil,São Paulo,300,3,3,4,1600000,False,Butantã
,São Paulo,438,4,7,5,2600000,False,Pacaembu
Avenida Doutor Orêncio Vidigal,São Paulo,198,3,3,2,560000,False,Vila Carlos de Campos
Rua Canuto Borelli,São Paulo,2850,3,3,10,4000000,False,Vila Castelo
Rua Mendes Pais,São Paulo,230,4,1,2,3300000,False,Vila Nova Conceição
,São Paulo,360,3,5,3,3990000,False,Jardim Paulista
,São Paulo,453,3,5,4,2400000,False,Vila Ida
Rua Calil Abutara,São Paulo,250,6,2,1,549000,False,Campo Grande
,São Paulo,250,4,4,2,1300000,False,Jardim Londrina
,São Paulo,500,4,2,3,4950000,False,Sumaré
,São Paulo,550,4,8,2,2650000,False,Jardim Cordeiro
Rua Simão Dias da Fonseca,São Paulo,176,3,1,2,1500000,False,Cambuci
Rua Vigário João Álvares,São Paulo,92,3,3,2,585000,False,Vila Monumento
Rua das Jabuticabeiras,São Paulo,776,4,4,4,17000,True,Cidade Jardim
Rua Dom Tomás Costa e Lima,São Paulo,388,3,6,8,4900000,False,Vila Tramontano
,São Paulo,302,4,5,4,1900000,False,Vila Sônia
Rua Montezuma,São Paulo,300,4,5,4,4800000,False,Jardim das Bandeiras
Rua Sampaio Vidal,São Paulo,195,3,4,6,5500000,False,Jardim Paulistano
Rua San Salvador,São Paulo,664,6,5,5,12990000,False,Jardim América
Rua Alvarenga Peixoto,São Paulo,200,4,4,5,1010000,False,Vila Anastácio
Rua Anunze,São Paulo,410,3,5,4,4300000,False,Boaçava
,São Paulo,101,2,2,5,640000,False,Mooca
Rua das Mimosas,São Paulo,290,3,1,5,990000,False,Vila Lúcia
,São Paulo,271,4,5,4,1950000,False,Jardim da Glória
,São Paulo,416,4,4,3,7000,True,Brooklin Paulista
,São Paulo,950,5,11,18,14600000,False,Retiro Morumbi
,São Paulo,430,3,4,4,8900000,False,Jardim América
,São Paulo,300,3,2,2,320000,False,Jardim Brasília
Rua Morgado de Mateus,São Paulo,300,4,3,2,2260000,False,Vila Mariana
Rua Oliveira Melo,São Paulo,190,3,1,1,895000,False,Vila São José
,São Paulo,800,4,6,9,30000,True,Retiro Morumbi
,São Paulo,700,4,6,6,7300000,False,Jardim Guedala
,São Paulo,554,4,2,3,2500000,False,Jardim Leonor
,São Paulo,709,4,6,6,12500000,False,Jardim das Bandeiras
Alameda dos Uapês,São Paulo,300,3,2,2,2100000,False,Planalto Paulista
Rua Basílio da Cunha,São Paulo,120,2,2,1,595000,False,Vila Deodoro
,São Paulo,380,3,5,4,4000000,False,Cidade Jardim
,São Paulo,704,4,7,4,6000000,False,Cidade Jardim
,São Paulo,330,4,4,3,3500000,False,Pacaembu
Rua Alexandre Buairide,São Paulo,270,4,5,3,1600000,False,Vila Mariana
Rua Nova Aurora,São Paulo,439,5,7,5,1500000,False,Vila Guilhermina
,São Paulo,340,4,4,6,1395000,False,Lar São Paulo
,São Paulo,659,5,2,6,2800000,False,Jardim Guedala
,São Paulo,490,5,6,10,2970000,False,Vila Ida
,São Paulo,600,3,5,4,2000000,False,Brooklin Paulista
,São Paulo,60,2,3,1,298000,False,Vila Ré
,São Paulo,300,4,6,4,1950000,False,Parque Jabaquara
Rua Dráusio,São Paulo,277,4,5,3,1650000,False,Butantã
Rua Ribeiro Lisboa,São Paulo,404,3,4,6,3800000,False,Fazenda Morumbi
Rua Valença,São Paulo,280,4,7,3,2600000,False,Sumaré
Rua Bamboré,São Paulo,400,3,4,6,7000,True,Ipiranga
Rua João de Laet,São Paulo,1080,5,5,10,2600000,False,Vila Aurora
,São Paulo,455,6,6,12,2800000,False,Parque Novo Mundo
,São Paulo,1005,4,8,8,6500000,False,Paineiras do Morumbi
,São Paulo,500,4,4,4,3500000,False,Jardim Guedala
,São Paulo,268,4,5,4,1200000,False,Jardim Londrina
Rua Santa Bibiana,São Paulo,250,3,4,6,1100000,False,Vila Sônia
Rua José Guilherme Guimarães Pedroso,São Paulo,220,3,4,8,590000,False,Vila Campo Grande
Rua Maria Leonete da Silva Nóbrega,São Paulo,234,3,4,4,2498000,False,Vila Ida
Rua Aurélia,São Paulo,90,2,1,1,680000,False,Vila Romana
,São Paulo,231,3,4,3,1490000,False,Vila Mafra
,São Paulo,120,2,2,3,1350000,False,Jardim das Acácias
Rua José Maria Gonzales,São Paulo,195,3,6,5,1200000,False,Jardim Cidália
Rua Heitor Peixoto,São Paulo,220,3,4,1,1000000,False,Cambuci
,São Paulo,287,4,4,4,1100000,False,Interlagos
Rua Dom Henrique,São Paulo,394,4,6,3,14000,True,Jardim Luzitânia
,São Paulo,266,4,5,3,945000,False,Jardim Taboão
Rua Primavera,São Paulo,380,3,3,2,3200000,False,Jardim Paulista
Rua Pereira Caldas,São Paulo,218,3,1,2,850000,False,Jardim da Glória
Rua Sampaio Vidal,São Paulo,244,2,4,2,5800000,False,Jardim Paulistano
Rua Corveta Camacua,São Paulo,360,4,5,6,1200000,False,Vila Inah
Rua Padre Agostinho Mendicute,São Paulo,130,2,2,1,980000,False,Sumaré
,São Paulo,298,3,5,4,3700000,False,Jardim Paulista
Rua Pau,Brasil,500,4,4,6,3900000,False,
,São Paulo,802,5,8,5,7500000,False,Cidade Jardim
Rua Alabastro,São Paulo,160,3,2,3,1000000,False,Aclimação
,São Paulo,80,3,2,1,180000,False,Vila Cardoso Franco
Rua Heitor de Morais,São Paulo,500,4,4,10,2100000,False,Pacaembu
,São Paulo,350,4,4,3,2450000,False,Jardim Panorama
Rua Parnaíba Paoliello,São Paulo,175,5,3,2,600000,False,Jardim Oriental
Rua Marcelino Champagnat,São Paulo,237,4,4,3,1650000,False,Jardim da Glória
Rua Sebastião Falconi,São Paulo,162,3,3,2,550000,False,Jardim Taboao
Rua Manuel Pereira Guimarães,São Paulo,203,3,4,2,1600000,False,Granja Julieta
,São Paulo,706,5,9,10,5800000,False,Jardim Guedala
,São Paulo,112,3,3,2,7500,True,Vila Nova Conceição
Rua Guararapes,São Paulo,180,3,3,3,1500001,False,Brooklin Paulista
Rua Geórgia,São Paulo,160,3,4,4,1700000,False,Brooklin Paulista
Rua Embaixador Raul García,São Paulo,89,3,3,2,1200000,False,Vila Mariana
Rua Barajuba,São Paulo,420,4,4,4,5500000,False,Alto de Pinheiros
,São Paulo,175,4,3,3,1499000,False,Jardim Campo Grande
,São Paulo,168,3,4,4,1450000,False,Santo Amaro
Avenida Comendador Adibo Ares,São Paulo,900,3,6,8,7700000,False,Morumbi
,São Paulo,144,2,2,3,580000,False,Vila Bertioga
Rua Catanduva,São Paulo,230,3,4,5,2900000,False,Pacaembu
Rua Gassipós,São Paulo,165,3,3,2,2140000,False,Vila Mariana
Rua Simão Dias da Fonseca,São Paulo,180,2,3,2,930000,False,Cambuci
Rua Doutor Octávio de Oliveira Santos,São Paulo,190,4,4,3,1300000,False,Brooklin
Rua Senador Felício dos Santos,São Paulo,600,3,1,4,2000000,False,Liberdade
,São Paulo,350,4,1,3,1600000,False,Jardim Textil
Rua Porto Torres,São Paulo,600,4,7,10,3700000,False,Interlagos
,São Paulo,420,3,4,6,8900000,False,Jardim América
Rua João Geraldo,São Paulo,115,3,2,2,480012,False,Vila Matilde
Rua Suécia,São Paulo,872,4,7,7,18000000,False,Jardim Europa
Avenida Piassanguaba,São Paulo,275,4,4,6,5000,True,Planalto Paulista
Rua Bela Vista,São Paulo,200,2,1,4,1650000,False,Santo Amaro
Rua Tenente Azevedo,São Paulo,128,3,3,2,950000,False,Aclimação
Rua Roque Petrella,São Paulo,160,3,3,1,850000,False,Vila Cordeiro
,São Paulo,500,3,5,6,6000000,False,Jardim Everest
Rua Cardeal Cagliori,São Paulo,400,4,5,4,3500000,False,Alto de Pinheiros
,São Paulo,760,5,8,9,7500000,False,Jardim Guedala
Rua Almirante Soares Dutra,São Paulo,450,5,7,4,2150000,False,Morumbi
Rua Luís Araújo Faria,São Paulo,150,3,1,3,640000,False,Jardim Monte Kemel
Rua Gibraltar,São Paulo,120,2,1,1,579000,False,Santo Amaro
Rua Itaquera,São Paulo,400,6,7,4,2800000,False,Pacaembu
Rua Choneco,São Paulo,210,3,1,4,840000,False,Vila Ré
Rua São Luís,São Paulo,90,3,3,2,750000,False,Guaianases
,São Paulo,350,4,3,4,2450000,False,Jardim Morumbi
Rua Honduras,São Paulo,917,5,8,10,17500000,False,Jardim Paulista
Rua Puréus,São Paulo,650,4,6,6,6300000,False,Jardim Guedala
Rua Araioses,São Paulo,179,3,4,4,1590000,False,Sumarezinho
Rua Ferdinando Laboriau,São Paulo,420,4,4,6,3480000,False,Pacaembu
Rua Doutor José Maria do Vale,São Paulo,260,3,4,3,1900000,False,Vila Mariana
Rua Antônio Gomes Correa,São Paulo,206,3,3,2,510000,False,Jardim Catanduva
Rua Fonseca da Costa,São Paulo,271,4,4,8,2500000,False,Bosque da Saúde
,São Paulo,650,4,6,6,4800000,False,Cidade Jardim
Rua Ernesto Fogo,São Paulo,160,3,2,2,480000,False,Jardim Colorado
Rua Izonzo,São Paulo,200,3,2,2,650000,False,Sacomã
Alameda Uapixana,São Paulo,138,4,3,3,1250000,False,Indianópolis
,São Paulo,140,3,2,2,700000,False,Vila Mazzei
Rua Bandim,São Paulo,520,4,6,7,4200000,False,Boaçava
,São Paulo,300,4,4,5,2650000,False,Alto da Lapa
Rua Itatiaia,São Paulo,265,3,4,2,4000,True,Vila Guarani
Rua Doutor Nelson Cayres de Britto,São Paulo,210,3,2,2,700000,False,Vila Tiradentes
,São Paulo,130,3,2,1,1200000,False,Chácara Santo Antônio
Rua José de Freitas Guimarães,São Paulo,400,3,4,4,2150000,False,Pacaembu
,São Paulo,650,4,5,6,9000000,False,Boaçava
Rua dos Miranhas,São Paulo,250,5,4,3,2650000,False,Vila Madalena
,São Paulo,633,4,5,8,10000,True,Jardim Leonor
Avenida Lins de Vasconcelos,São Paulo,198,3,2,6,950000,False,Cambuci
,São Paulo,250,3,3,3,3500000,False,Vila Nova Conceição
Rua Baré,São Paulo,450,3,3,3,3800000,False,Vila Romana
Rua Aldo Samarão Guimarães Filho,São Paulo,310,4,3,7,740000,False,Jardim Esmeralda
Rua das Tuias,São Paulo,746,5,5,3,4600000,False,Cidade Jardim
,São Paulo,480,4,4,4,3250000,False,Alto de Pinheiros
Rua Frederico Von Martius,São Paulo,299,3,5,2,1400000,False,Ipiranga
,São Paulo,318,3,5,4,1900000,False,Jardim Leonor
Rua Joazeiro,São Paulo,550,3,6,6,3600000,False,Sumaré
Rua Maestro Elias Lobo,São Paulo,224,3,3,2,3000000,False,Jardim Paulista
Rua Francisco Cioffi,São Paulo,329,4,6,4,1900000,False,Vila Bertioga
